Restriction list
Note: Group entries are split in different rows.
Export date: 26-Mar-2025 20:14:16
Last updated 12-Nov-2024. Database contains 74 unique substances/entries.

"Substance Identifier"	""	
"Entry no."	""	



"Substance name"	"Description"	"EC No."	"CAS No."	"Entry no."	"Conditions"	"Appendices"	"Standards"	"History"	"Q&As"	"Remarks"	"First published"	
"Arsenic acid (H3AsO4), monosodium salt"	""	"-"	"10103-60-3"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Diarsenic acid, sodium salt"	""	"-"	"13464-42-1"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Arsenic acid (H3AsO4), zinc salt (1:1)"	""	"-"	"13464-33-0"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Arsenenous acid, zinc salt"	""	"-"	"10326-24-6"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"potassium dimethylarsinate"	""	"881-273-0"	"21416-85-3"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"thallium arsenic selenide"	""	"-"	"16142-89-5"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Arsonic acid, [4-[[4-(dimethylamino)phenyl]azo]phenyl]-, monohydrochloride"	""	"620-678-7"	"73688-85-4"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Tetraphenylarsonium Chloride Hydrochloride Hydrate"	""	"621-302-4"	"123334-18-9"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Sodium hexafluoroarsenate(V)"	""	"624-772-9"	"12005-86-6"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Silver hexafluoroarsenate"	""	"624-776-0"	"12005-82-2"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Arsenic(II) sulfide"	""	"627-949-9"	"12044-79-0"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"ARSENIC(V) OXIDE HYDRATE"	""	"629-626-8"	"12044-50-7"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Arsenic acid (H3AsO4), monocesium salt"	""	"677-899-7"	"16331-85-4"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Sodium arsenate dibasic heptahydrate"	""	"677-900-0"	"10048-95-0"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Sodium cacodylate trihydrate"	""	"682-793-9"	"6131-99-3"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Gallium zinc triarsenide"	""	"308-577-3"	"98106-56-0"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Vanadium(4+) diarsenate (1:1)"	""	"308-917-0"	"99035-51-5"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Strychnidin-10-one, arsenite (1:1)"	""	"309-388-9"	"100258-44-4"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Slimes and Sludges, copper electrolytic refining, decopperized, arsenic-rich"	"Product obtained by centrifuging the slime discharged at the bases of cells for decopperization of electrolytic copper solutions. Composed primarily of a copper powder rich in arsenic."	"309-772-6"	"100995-81-1"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Arsenic acid (H3AsO4), magnesium salt, manganese-doped"	""	"310-019-9"	"102110-21-4"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"Slimes and Sludges, copper-lead ore roasting off gas scrubbing, arsenic-contg."	"The product obtained by the purification of copper-lead ore concentrate roasting offgas. Composed primarily of arsenic oxide (As2O3)."	"310-063-9"	"102110-62-3"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
"3-[(dimethylcarbamothioyl)thio]-N,N,6-trimethyl-1,5-bis(thioxo)-2,4-dithia-6-aza-3-arsaheptan-1-amine; asomate"	""	"803-606-0"	"3586-60-5"	"19"	"https://echa.europa.eu/documents/10162/a798c758-371f-41e5-a38d-5f8dc9ba739d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.1989.398.01.0019.01.ENG&toc=OJ:L:1989:398:TOC"">D 89/677/EEC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2003.004.01.0009.01.ENG&toc=OJ:L:2003:004:TOC"">D 2003/2/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2006.384.01.0094.01.ENG&toc=OJ:L:2006:384:TOC"">D 2006/139/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/660"">entry 660</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/661"">entry 661</a>"	""	"13-Jan-2016"	
